file_name,title_ch,author_ch,journal,year,issue,abstract_ch
1904.txt,62例真菌菌血症回顾性研究,王凌伟|吴伟元|邱晨|刘争红|谢燕燕|袁奕英,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,1,目的研究真菌菌血症临床特点、可能的相关因素、病原谱及药敏特点，为真菌菌血症防治提供依据。方法回顾性地研究医院2003-2004年发生的62例真菌菌血症。结果95.2%的真菌菌血症为医院感染;59例长期应用广谱抗菌药物(95.1%)、中心静脉置管(46.8%)、气管切开及机械通气(38.7%);分离出的病原菌依次为白色假丝酵母菌(16株)、近平滑假丝酵母菌(12株)、光滑假丝酵母菌(11株)、热带假丝酵母菌(10株);对氟康唑敏感性均>90%(热带假丝酵母菌除外)。结论非白色假丝酵母菌感染导致的真菌菌血症逐渐增多，广谱抗菌药物的应用及中心静脉置管与真菌菌血症相关性可能更强，氟康唑对除热带假丝酵母菌、克柔假丝酵母菌外的多种真菌有良好的抗菌活性。
1905.txt,4262株医院感染病原菌的分布及耐药性分析,张波|张晓兵|龚雅莉|府伟灵,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,3,目的了解4262株医院感染病原菌的临床分布及其对常用抗菌药物的耐药情况，以指导临床合理用药。方法收集医院2006年1-12月间临床住院患者的标本，进行微生物病原学分离、鉴定和药物敏感试验，同时对葡萄球菌属和革兰阴性杆菌分别进行MRSA、ESBLs的检测。结果在10573份标本中共分离出医院感染病原菌4262株，其中G-菌2475株，占58.1%，G+菌695株，占16.3%，真菌1092株，占25.6%;3170株病原菌中，位列前5位的病原菌分别是铜绿假单胞菌(24.3%)、鲍氏不动杆菌(10.9%)、肺炎克雷伯菌(10.4%)、大肠埃希菌(8.9%)、金黄色葡萄球菌(8.0%);病原菌分离阳性率较高的临床科室依次为神经外科、呼吸内科、ICU、肝胆外科、老年病科;病原菌耐药结果显示，金黄色葡萄球菌对克林霉素类、喹诺酮类、四环素类抗菌药物的耐药率均>50%，但对万古霉素、替考拉宁、米诺环素的敏感度较高;G-菌对亚胺培南、美罗培南、哌拉西林/他唑巴坦的耐药率较低，对其他常用抗菌药物的耐药率在30.0%~60.0%。结论医院感染病原菌主要为条件致病菌，仍以革兰阴性杆菌为主，真菌感染所占比例上升较快，病原菌耐药率普遍较高，因此，重视病原学检查及药敏监测，有助于临床合理选择和使用抗菌药物。
1906.txt,肝脏移植术后肺部感染的防治,史宪杰|董家鸿|宋青|何蕾|纪文斌|段伟东|苏茂生|黄志强,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,4,目的探讨肝脏移植术后肺部感染的防治措施。方法回顾性分析78例肝移植术后发生肺部感染的临床资料。结果肺部感染的发病率为48.8%;首次发生肺部感染的时间为术后(9.56±5.53)d;78例中右侧肺炎44例，左侧肺炎14例，双侧肺炎20例;手术时间长、术后机械通气时间、腹腔出血、术中输液量、肾功异常等为肺部感染的高危因素;78例患者中68例(87.2%)好转，10例(12.8%)死亡。结论肝移植后肺部感染病死率较高，细菌、真菌是主要的病原体;缩短手术时间、减少腹腔出血、控制液体入量、术后尽快拔除气管插管、保护肾功、提高病原检测技术等是防治肝移植术后肺部感染的关键。
1907.txt,侵袭性肺曲霉病的临床特征分析,尚宁|常洁|刘英娜|袁新平,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,4,目的分析侵袭性肺曲霉病(IPA)的临床特征，以期为早期诊断、合理治疗及预防提供依据。方法对解放军454医院经病理检查确诊的14例IPA患者，结合文献分析其基础疾病、症状、体征、X线胸片和CT、病理检查、治疗方案以及疗效等。结果14例患者均合并有基础疾病，其中肺癌5例(35.7%)，慢性阻塞性肺疾病3例(21.4%)，肺脓肿2例(14.3%)，白血病化疗后2例(14.3%)，肺结核1例(7.1%);糖尿病1例(7.1%);所有病例均有发热及咳嗽、咯痰，其他常见的症状还有咯血(71.4%)、呼吸急促(57.1%)、盗汗(57.1%)、胸痛(42.9%)等;X线胸片及CT可表现为空气新月征、全肺弥漫性片状或团片状阴影、单发或多发肿块或结节影等;抗真菌药物治疗10例，顺利出院4例，病情进展并死亡4例，自动出院2例，手术治疗4例患者均顺利出院。结论IPA好发于免疫缺陷患者，其临床表现无特异性，X线胸片及CT可见相应征象，确诊有赖病理检查，药物治疗效果欠佳，病程迁延或反复咯血以及不能与肿瘤鉴别者可以考虑手术治疗。
1908.txt,心脏移植术后真菌感染分析,谢屹红,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,6,目的探讨心脏移植术后患者真菌感染的发病原因、菌种分布及应对措施。方法调查15例心脏移植术后患者真菌感染的菌种种类、感染部位、临床表现、治疗和转归。结果15例患者中术后发生真菌感染6例(40.0%);从6例患者的口腔分泌物、痰、尿中共培养出真菌8株，其中白色假丝酵母菌6株(75.0%)、曲霉菌属1株(12.5%)、其他酵母菌1株(12.5%);感染部位为口腔6例、肺部1例、膀胱1例;临床表现主要为黏膜型假丝酵母菌病、曲霉菌性肺炎和真菌性膀胱炎;经制霉菌素加甘油制剂涂敷口腔局部、制霉菌素稀释后膀胱冲洗、静脉滴注氟康唑或(和)两性霉素B脂质体等治疗，所有病例在7~21 d治愈。结论心脏移植术后患者真菌感染与患者免疫功能低下、体内菌群失调、有易感因素及医务人员消毒隔离无菌操作等措施不严有关，感染的真菌仍以白色假丝酵母菌为主，另有少量曲霉菌属和其他酵母菌，对心脏移植术后患者真菌感染应采取立体预防、及时发现和有效治疗。
1909.txt,肾移植术后患者肺部感染临床特点及中医辨证治疗,于敏|陈明欣|史耀勋|田谧|赵伟|刘晓玲|文娜,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,10,目的探讨肾移植术后肺部感染患者的临床特点、发病机制和中医分段辨证治疗。方法根据肾移植术后患者易并发肺部感染且有症状不典型、起病隐匿及感染呈多样性等特点，阐明了该病的发病机制是以正虚(肾虚)为本，以感邪(热、毒、瘀蕴结于肺)为标，即正虚邪实，故在治疗上应重视调理整体功能状况，采用急性期和恢复期2个阶段分别施以清热、解毒、活血，补肾养阴、清热润肺等辨证治疗，标本兼顾。结果中医药治疗肾移植术后肺部感染采用分期论治，具有疗效高、不良反应少、远期疗效稳定的特点。结论中医药治疗肾移植术后肺部感染具有较大的潜力和优势，值得进一步研究。
1910.txt,肾移植术后侵袭性肺曲霉菌病的早期诊断治疗,柏宏伟|钱叶勇|石炳毅|常京元|贾金凤|范宇|李超|齐宝玉|韩永|冯凯,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,11,目的探讨肾移植术后肺部曲霉菌属感染的早期诊断和治疗。方法回顾性分析肾移植术后9例符合临床诊断和临床拟诊肺部曲霉菌属感染患者的临床资料。结果9例临床诊断和拟诊侵袭性肺曲霉菌病(IPA)的患者中，血培养确诊黑曲霉菌性肺炎1例次，痰培养诊断肺曲霉菌属感染3例次，半乳甘露聚糖试验(GM试验)阳性5例次，CT扫描典型表现诊断2例次;合并巨细胞病毒(CMV)或细菌感染6例，合并假丝酵母菌属感染1例，单纯IPA 2例;7例临床拟诊后立即给与伏立康唑静脉注射，其中有2例合并或序贯给予米卡芬净治疗，1例给予伊曲康唑注射液，1例给予卡泊芬净注射液治疗;合并CMV感染者给予更昔洛韦，合并细菌感染者给予敏感抗菌药物;治愈8例，1例放弃治疗后死亡。结论对肾移植术后拟诊曲霉菌属感染者应结合GM试验、CT扫描和临床表现，尽早进行经验性治疗以减少死亡率。
1911.txt,肝移植受体嗜麦芽寡养单胞菌感染的分布及药敏分析,邓笑伟|李艳|杨彦文|梁立武|刘长庭|梁慧|王海燕|胡红焱,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,11,目的了解肝移植患者术后嗜麦芽寡养单胞菌感染的分布及耐药情况。方法采用回顾性分析2004年9月-2006年12月从医院肝移植中心490例肝移植术后患者送检的标本中分离到的55株嗜麦芽寡养单胞菌分布及耐药情况。结果呼吸道标本是嗜麦芽寡养单胞菌感染的主要来源，占69.1%，其次为胆汁、导管分泌物和血液;嗜麦芽寡养单胞菌对大多数抗菌药物耐药，敏感性较好的是喹诺酮类、头孢哌酮/舒巴坦，复方新诺明。结论肝移植患者术后嗜麦芽寡养单胞菌感染率为11.2%，嗜麦芽寡养单胞菌的耐药性严重，早期拔出插管和合理使用抗菌药物，可减少肝移植患者术后嗜麦芽寡养单胞菌的感染。
1912.txt,真菌性呼吸机相关性肺炎危险因素分析,卓婕|陈东宁|董云秋,中华医院感染学杂志; Chinese Journal of Nosocomiology,2008,12,目的探讨呼吸重症监护病房(RICU)机械通气患者真菌性呼吸机相关性肺炎(FVAP)的易患因素和病原学特点。方法将2005年1月-2007年6月RICU接治的37例呼吸机相关性肺炎(VAP)患者分为FVAP组和非真菌性呼吸机相关性肺炎(NFVAP)组，比较两组真菌感染的易患因素;分析FVAP组病原菌的分布特点。结果FVAP组全身激素应用和联合应用抗菌药物比例显著大于NFVAP组(P<0.05);FVAP的例数以插管后第7~14天最多;FVAP组痰标本共培养出真菌12株，其中假丝酵母菌属10株，占83.3%(白色假丝酵母菌6株，占50.0%;热带假丝酵母菌2株，占16.7%;克柔假丝酵母菌和近平滑假丝酵母菌各1株，各占8.3%);烟曲霉菌2株，占16.7%。结论为避免FVAP的发生应减少气管插管、缩短机械通气时间;明确感染菌株及其敏感药物，对临床选择有效的抗真菌治疗具有指导作用。
1913.txt,HIV血清抗体阴性患者的肺孢子菌肺炎,蔡闯|钟南山,中国急救医学; Chinese Journal of Critical Care Medicine,2008,6,与艾滋病患者相比，HIV抗体阴性的免疫抑制患者PCP起病更急骤，及时诊断更困难，呼吸衰竭发生率更高，预后更差。支气管肺泡灌洗、口咽冲洗能提高检出率，PCR技术有助于快速诊断。抗菌药物目前仍首选SMZ/TMP，糖皮质激素适用于重度PCP的辅助治疗。对于免疫功能严重低下的患者，如CD4T淋巴细胞低于200/mm3，推荐SMZ/TMP预防治疗。
1914.txt,尖端赛多孢子菌所致肺部感染1例,徐艳|郝飞|钟白玉|王莉|葛兰|周村建,中国真菌学杂志; Chinese Journal of Mycology,2008,5,报道1例吸入性肺炎合并尖端赛多孢子菌感染，并对其临床表现、真菌分离培养及生物学特性进行研究和分析。
1915.txt,肾移植术后死亡原因分析,刘晓立|王洪伟|刘双德|焉杰克|傅耀文|周洪澜,中国老年学杂志; Chinese Journal of Gerontology,2008,20,目的分析肾移植术后1年内受者死亡原因，提高肾移植效果。方法回顾性收集2003年1月至2006年3月施行同种异体肾移植术患者402例临床资料，随访1年。分析受者死亡率及死亡原因。结果随访1年共死亡28例，1年死亡率6.96%，其中9例死于感染，7例死于心、脑血管疾病，3例死于移植肾破裂出血，2例死于移植后肝病，2例死于恶性肿瘤，1例死于消化道溃疡出血，2例因经济原因放弃治疗，2例死于其他原因。在全部死亡病例中，移植肾功能正常12例(42.8%)。结论感染，心、脑血管疾病，移植破裂出血是导致肾移植术1年内受者死亡的主要原因，早诊断、早治疗，积极处理危险因素，加强肾脏移植术后有关预防措施是降低死亡率的关键。
1916.txt,新形势下供应室护理工作中的风险隐患及对策,白海棠|刘静存,中国实用医药; China Practical Medicine,2008,8,目的分析新形势下供应室护理工作中存在的风险隐患及防范对策。方法结合我科2005年6月～2007年10月发生的护理差错，深刻认识供应室护理工作中存在的风险隐患，正确对待消毒灭菌工作中潜在的法律问题并积极采取相应的对策，强化法律知识的学习和专业理论的培训，进一步健全和完善各项管理制度，规范工作流程，规范技术操作，定期检查考核，责任到人。结果增强法律意识，充分认识到消毒灭菌工作中潜在的法律问题并采取相应的对策，是保证灭菌质量合格，进而保障医疗护理安全、保障自身安全的前提。结论强化法制观念，增强自我保护意识，正确认识供应室护理工作中的风险隐患，积极采取相应的对策，做到最大限度地控制和避免风险，为临床提供安全、方便、放心、满意的优质服务，更好地为人民的健康服务。
1917.txt,肝移植术中BALF成分和TNF-α、IL-1β、IL-8水平的变化及与术后急性肺损伤的关系,黎尚荣|黑子清|甘小亮|沈宁|程楠,中山大学学报(医学科学版); Journal of Sun Yat-Sen University(Medical Sciences),2008,2,【目的】观察肝移植术(OLT)中肺泡灌洗液(BALF)的组分和TNF-α、IL-1β、IL-8水平的变化，并探讨它们与术后急性肺损伤(ALI)的关系。【方法】29例患者接受肝移植手术。于麻醉后(T1)及新肝期2h(T2)抽取BALF及动脉血，分析BALF内细胞成分，测定BALF总磷脂含量和总蛋白水平及血浆的蛋白质含量并计算肺通透性;检测BALF及血清TNF-α、IL-1β、IL-8水平，观察术后患者发生ALI的情况，并据此将患者分为ALI组(A组)与非ALI组(N组)。【结果】29例患者中9例(31%)术后发生ALI。A组T1时BALF内巨噬细胞比例低于N组(P<0.05)，T2时BALF总蛋白、肺通透性高于N组(P<0.05)。与T1相比，A组BALF总蛋白、肺通透性及总磷脂在T2高于术前值(P<0.05)。A组T2血清及BALF中TNF-α水平和BALF内IL-1β的浓度均高于T1(P<0.05)，并高于N组(P<0.05);IL-8浓度变化两组间无差异。T1的BALF内巨噬细胞比例(r=-0.427，P=0.032)、T2的肺通透性(r=0.414，P=0.038)、血清TNF-α(r=0.394，P=0.035)、BALF内TNF-α(r=0.349，P=0.044)、IL-1β(r=0.332，P=0.036)水平与术后ALI的发生有一定相关性。【结论】术中肺泡灌洗液成分和细胞因子水平分析显示新肝期2h会出现变化，ALI组患者更加显著，在肝移植术中麻醉管理应注意肺的保护和减轻炎症反应，可能有利于减少术后ALI的发生。
1918.txt,肾移植术后侵袭性曲霉菌感染的诊治及文献复习,黄正宇|洪良庆|杨培生|毕小刚|张天托|华学锋,中山大学学报(医学科学版); Journal of Sun Yat-Sen University(Medical Sciences); 2008年S1期,,,【目的】探讨肾移植术后侵袭性曲霉菌感染的诊断和治疗方法。【方法】回顾性分析了肾移植术后3例侵袭性曲霉菌感染患者的临床资料，结合文献复习对侵袭性曲霉菌感染的诊断和治疗方法作出总结。【结果】3例患者的原发感染部位均为肺部，其中1例并发中枢神经系统感染，1例并发鹅口疮，1例并发肝脏感染;1例在先后使用氟康唑和伊曲康唑治疗14d后死亡;另两例在使用伏立康唑、粒细胞集落刺激因子、停用免疫抑制剂以及结合手术切除局部病灶等综合治疗后取得良好效果;其中1例在肺部病灶局限后实行肺叶切除后痊愈，另1例肺部病灶好转，肝部病灶亦获得稳定。【结论】早期诊断以及综合治疗对肾移植术后侵袭性曲霉菌感染的预后非常关键;伏立康唑对侵袭性曲霉菌感染有较好的疗效。
1919.txt,肾移植术后重症肺炎的诊治,罗云|洪良庆|黄正宇|缪斌|欧阳斌|纳宁|杨培生|华学锋,中山大学学报(医学科学版); Journal of Sun Yat-Sen University(Medical Sciences); 2008年S1期,,,【目的】探讨肾移植术后重症肺炎的诊断和治疗经验。【方法】对24例肾移植术后重症肺炎患者的临床资料进行回顾性分析.所有患者通过痰、中段尿、咽拭子或支气管肺泡灌洗液(BAL)及血标本的检查进行病原学诊断，并给予减少或者撤除免疫抑制剂、经验性使用抗感染药物、甲基强的松龙、丙种球蛋白、无创通气或者气管插管及全身支持治疗等综合治疗。【结果】重症肺炎常发生在肾移植术后3个月左右，发热和胸闷是最常见初发症状，仅有12.5%(3/24)的患者具有明显的咳嗽、咳痰症状.血培养、结合痰、咽拭子培养病原体检出率较低(37%)。两例患者行BLA，1例确立诊断;经过治疗，治愈14例，死亡10例，有效率58.3%;10例发展为ARDS，9例行有创通气。【结论】肾移植术后重症肺炎，病情严重，死亡率高，需要采取积极的综合治疗措施。早诊断，早经验性治疗，减少免疫抑制药物，积极促进机体免疫力的恢复，静脉使用激素及丙种球蛋白，进行无创通气及加强全身支持治疗，是肾移植术后重症肺炎治疗成功的关键。
1920.txt,34例系统性红斑狼疮患者合并巨细胞病毒感染的护理,周飞宇|许月莲|黄峭,中山大学学报(医学科学版); Journal of Sun Yat-Sen University(Medical Sciences); 2008年S2期,,,【目的】探讨系统性红斑狼疮(SLE)合并巨细胞病毒(CMV)感染的护理特点。【方法】对34例SLE合并CMV感染的患者进行回顾性分析，从患者心理、用药、氧疗、预防感染等方面进行护理干预。【结果】34例CMV感染患者中，25例患者通过采取合理的氧疗，有效的抗病毒治疗，严密观察病情，注意生命体征的监测及心理护理后治愈出院，4例转呼吸重症监护室，5例死亡，治愈率为85.3%。【结论】为提高CMV感染患者的治愈率，在护理中，要严密观察病情，掌握抗CMV药物的使用方法，并观察药物的不良反应，加强氧疗管理，及时提供病情的动态信息，配合医生的治疗方法，是护理的关键。
1921.txt,美国神经重症治疗的现状,喻文贵,中国卒中杂志; Chinese Journal of Stroke,2008,4,<正>现代重症监护治疗始于上世纪50年代。心肺复苏之父Peter Safar博士于1958年在美国巴尔的摩市立医院创建了世界上第一个重症监
1922.txt,非转流原位肝移植不同术式对麻醉管理的影响,赵艳|蒋建渝|张利萍|徐德军|南兴东|张梁,中国微创外科杂志; Chinese Journal of Minimally Invasive Surgery,2008,1,目的比较非转流背驮式与经典式原位肝移植术(orthotopic liver transplantation，OLT)对麻醉管理的影响。方法回顾性分析2003年11月~2006年12月我院50例非转流OLT的临床资料，其中背驮式(A组)和经典式(B组)各25例，比较2组患者在围术期血流动力学、凝血状况、肝肾功能、内环境的改变及液体治疗等方面的异同。结果无肝期即刻A组平均动脉压(68±6)mm Hg显著高于B组(64±5)mm Hg(t=2.561，P=0.014)，A组中心静脉压(5.4±3.3)mm Hg高于B组(3.5±2.3)mm Hg(t=2.362，P=0.022)，A组心脏指数(3.7±0.8)L.min-1.m-2显著高于B组(3.2±0.6)L.min-1.m-2(t=2.500，P=0.016)。新肝期即刻A组平均动脉压(66±6)mm Hg明显高于B组(62±5)mm Hg(t=2.561，P=0.014)，A组中心静脉压(8.4±4.0)mm Hg与B组(10.6±4.2)mm Hg无统计学差异(t=-1.897，P=0.064)。再灌注综合征的发生率A组(2/25，8.0%)低于B组(8/25，32.0%)(χ2=4.500，P=0.034)。新肝初期A组血液pH7.34±0.05显著高于B组7.31±0.04(t=2.343，P=0.023)。A组碱剩余(-4.9±2.3)mmol/L亦高于B组(-6.3±2.3)mmol/L(t=2.152，P=0.036)。2组凝血和肝肾功能、术中出入量和成分输血的比较差异无统计学意义(P>0.05)。血管活性药物用量A组显著少于B组(P<0.05)。结论非转流背驮式OLT较经典式OLT的血流动力学和酸碱平衡相对稳定。2种术式OLT术中均需要加强对血流动力学、内环境、凝血和肝肾功能的监测与调整，及有针对性的液体管理。
1923.txt,慢性阻塞性肺疾病患者呼吸道曲霉菌分离阳性的临床意义,陈瑞英|靳建军|孙培宗,中华危重症医学杂志(电子版); Chinese Journal of Critical Care Medicine,2008,1,目的了解呼吸道曲霉菌分离阳性的慢性阻塞性肺疾病(COPD)患者发生侵袭性肺曲霉病(IPA)的危险因素及预后。方法选择2000年1月至2005年12月期间52例呼吸道曲霉菌分离阳性的COPD患者，根据我国IPA的诊断标准进行回顾性分析。结果确诊IPA者7例，临床诊断18例，曲霉菌定植27例。单因素方差分析发现，长期使用糖皮质激素和广谱抗生素、机械通气、过去1年中多次住院等因素与COPD患者发生IPA有关;但多因素Logistic回归分析显示，长期使用糖皮质激素及过去一年中多次住院者是发生IPA的独立危险因素。IPA组住院病死率为84%，明显高于定植组22.2%，差异具有统计学意义(P<0.01)。对预后危险因素分析表明，延迟诊断和治疗与预后相关。结论接受长期糖皮质激素治疗及过去1年中多次住院的COPD患者，呼吸道分泌物曲霉菌分离阳性应视为IPA的高危因素。
1924.txt,原位肝移植术的护理与管理,赵燕,中国误诊学杂志; Chinese Journal of Misdiagnostics,2008,5,目的:提高肝移植术后患者的护理质量，提高患者生活质量。方法:对11例肝移植患者，科学观察和护理，及早发现和有效预防肝移植术后并发症发生。结果:11例患者除2例并发多器官功能衰竭及肺部感染死亡外，其余9例均坚持治疗和随诊，至今生存良好。结论:科学、有效的护理，是保障肝移植术顺利的关键。
1925.txt,心脏骤停后心肺复苏5例分析,张金铎|朱俊|王彬|宋东平,中国误诊学杂志; Chinese Journal of Misdiagnostics,2008,5,目的:探讨心脏骤停后抢救60 min以上的临床疗效。方法:近5 a对40岁以内平时无心脏病史，意外事故所致的心脏骤停抢救60 min以上和尽早的脑复苏。结果:有3例触电，有2例窒息所致的心跳呼吸停止患者，经心肺复苏60 min以上，有4例痊愈出院，有1例7 d意识未恢复，家属放弃治疗。结论:对年轻平时无心脏病史意外事故所致的心跳呼吸停止要进行60~120 min的心肺复苏。
1926.txt,巨细胞病毒感染所致的传染性单核细胞增多综合征28例分析,林伟|郭彩萍,中国误诊学杂志; Chinese Journal of Misdiagnostics,2008,22,目的:探讨巨细胞病毒感染所致的传染性单核细胞增多综合征的临床特点。方法:对28例巨细胞病毒感染所致传染性单核细胞增多综合征的患者的临床特点及其诊断治疗进行回顾性分析。结果:本组中5例合并肺炎，18例合并肝功异常，3例合并血小板减少，3例合并贫血，3例合并皮疹。结论:巨细胞病毒感染所致的传染性单核细胞增多综合征与传统的传染性单核细胞增多综合征的临床表现类似。更昔洛韦治疗有效。
1927.txt,肾移植术后尿漏的观察与护理,陈雪霞|叶海丹|许红璐,中国误诊学杂志; Chinese Journal of Misdiagnostics,2008,26,目的:探讨36例肾移植术后尿漏患者的护理要点。方法:回顾36例肾移植术后尿漏患者的临床资料，总结肾移植术后尿漏患者的护理方法及经验。结果:尿漏发生率为2.43%，31例保守治疗成功，4例切除血供差、水肿严重的输尿管远端，做移植肾输尿管膀胱再吻合;1例输尿管输尿管端端吻合尿漏行尿漏修补，再发尿漏伴严重感染致移植肾功能丧失;尿漏保守治疗成功率86.1%。结论:术后保证充分引流，严密观察引流量、性质及移植肾区情况，严格隔离，预防感染，加强心理护理及基础护理，是减少尿漏所致的移植肾功能丧失的关键。
1928.txt,医院感染性肺曲霉病临床分析,杨爱民|刘晓文|张薇|石玉枝,中国现代医学杂志; China Journal of Modern Medicine,2008,4,目的分析医院感染性肺曲菌病的临床特点及危险因素，以便有效的控制感染。方法对2003年8月～2006年10月间经病原学证实的医院感染性肺曲菌病患者的临床资料进行回顾性分析。结果该组病例均患有1种以上基础疾病，主要为慢性阻塞性肺病8例、支气管哮喘2例、糖尿病7例、肺间质纤维化5例、原发性肺部肿瘤4例、其他部位肿瘤6例。先期曾使用广谱抗生素者25例，使用糖皮质激素者20例。血浆清蛋白降低者21例，白细胞升高者18例及白细胞减少者3例。临床主要表现为咳嗽、咳痰25例，痰多为棕黄色脓痰19例，少为白色粘痰6例，14例病人伴咯血。喘息19例，发热11例。X线胸片或CT表现为斑片状阴影9例，以胸膜为基底的多发楔形阴影合并胸腔积液6例，多发小结节4例，空气新月症5例。17例死亡。结论医院感染性肺曲菌病易发生患有多种基础疾病、血浆清蛋白降低、先期曾使用广谱抗生素和使用糖皮质激素治疗的患者。患者多病情严重，治疗困难，且病死率高。合理使用抗生素和激素，改善营养状况是防止医院感染性肺曲菌病发生的重要措施。早期诊断及应用有效的抗真菌药是治愈医院感染性肺曲菌病的关键。
1929.txt,白介素-17及C反应蛋白在慢性阻塞性肺病患者中的表达及意义,耿秀娟|于慧敏|徐波,中国现代医学杂志; China Journal of Modern Medicine,2008,13,目的观察慢性阻塞性肺病(COPD)患者痰液中白介素-17(IL-17)变化及与血浆C-反应蛋白(CRP)相关研究。方法分别选择20例老年COPD急性加重期、稳定期患者及15例健康非吸烟者留取痰液，采用双抗体ELISA法测定痰中IL-17水平，散射比浊法测定血清CRP。结果COPD急性加重期IL-17水平为(140.40±10.29)pg/mL，稳定期为(88.55±8.01)pg/mL，加重期较稳定期明显增高(P<0.001);正常对照组IL-17为(58.6±7.31)pg/mL，与稳定期比较差异也有显著性(P<0.05);COPD急性期CRP为(97.20±17.52)mg/L，稳定期为(22.75±7.17)mg/L，加重期与稳定期比较差异有显著性(P<0.01)，COPD急性期痰中IL-17与血清CRP明显相关(r=0.539，P<0.05)。结论IL-17与CRP可能参与COPD的急性炎症过程。
1930.txt,肝移植术后早期细菌感染流行病学分析,刘树人|罗显荣|骆丽敏|曾国兵|余宙耀|李灼亮,中国现代医学杂志; China Journal of Modern Medicine,2008,20,目的探讨肝移植术后细菌感染的流行病学特征。方法回顾性分析该院2003年3月～2006年12月53例肝移植术后细菌感染的特征。结果53例肝移植受者36例发生感染，感染率67.9%，感染组死亡相对危险度是对照组2.14倍，感染最常见于肺部，时间为术后2～42d，常见致病菌为大肠埃希氏菌。送检795份标本，阳性386份，阳性率50.9%。最常见感染标本为痰液，占31.9%。两个或以上部位感染32例，占88.9%。革兰阴性菌大部分对氨基糖苷类、β-内酰胺酶抑制剂复合制剂、碳青霉烯类敏感，对喹诺酮类、三代、四代头孢菌素耐药;革兰阳性菌对青霉素类、喹诺酮类和碳青霉烯类耐药，仅对万古霉素敏感。结论肝移植术后感染率和病死率高，感染最常见于肺部，致病菌为耐药菌，对多种常用抗生素耐药。
1931.txt,5例心脏移植后外科疾病的手术治疗,李军|王春生|陈昊|赖颢|杨守国|朱仕杰,中国胸心血管外科临床杂志; Chinese Journal of Clinical Thoracic and Cardiovascular Surgery,2008,1,目的总结原位心脏移植受者再行外科手术的围术期处理经验，了解心脏移植术后外科疾病的特点。方法对5例原位心脏移植受者施行手术治疗，其中急性胆囊炎2例，急性阑尾炎、双侧巨乳及肺部肿瘤各1例。再次手术时患者平均年龄44.6岁(14～60岁)，距心脏移植手术时间平均为16.4个月(4～37个月)。急性胆囊炎和阑尾炎患者均在急诊情况下切除病灶;双侧巨乳患者施行双侧巨乳缩小术;肺部肿瘤患者先于胸腔镜下切除肿块，经快速冰冻病理证实肿瘤为恶性后再行小切口肺癌根治性切除术。术后连续监测环孢素A(CsA)或他克莫司(FK506)血药浓度，动态调整免疫抑制剂用量;加强围手术期抗感染治疗力度。结果4例患者术后2周内康复，顺利出院;1例急性胆囊炎患者因术后发生胃潴留经内科治疗66d后康复出院。所有患者围手术期均无严重感染、出血等手术并发症，无急性排斥反应及心脏移植物功能不全发生。平均住院时间为21.3d(8～66d)。术后随访1～13个月，无手术疾病复发，亦未出现移植心脏功能不全，生活质量良好。结论心脏移植术后虽因长期服用免疫抑制剂导致抵抗力低下，但如患外科疾病仍需积极手术治疗。经充分的术前准备，患者能够耐受再次手术治疗并获良好的疗效。
1932.txt,急诊开胸心脏挤压抢救心搏骤停17例,平定|崔世涛|徐兵|庄育刚|戴志峰,临床急诊杂志; Journal of Clinical Emergency Call,2008,5,<正> 近年来由于车祸、高空坠落等致闭合性胸外伤发生率迅速上升，开胸心肺复苏术(open chest cPR)得到积极应用。我院自2005年8月～2007年7月共施行开胸心脏挤压(open chest cardiac compres-sion，OCC)抢救心搏骤停17例，现报道如下:
1933.txt,35例院前猝死患者急救体会,杨成|俞良曦|胡景春,安徽卫生职业技术学院学报; Journal of Anhui Health Vocational & Technical College,2009,4,目的:探讨提高猝死复苏成功率的有效途径。方法:对35例猝死患者院前现场抢救的临床资料进行分析。结果:现场复苏成功率为14.29%，远期存活率为8.57%。结论:院前猝死是院前急救的主要急危重症之一，缩短急救半径、减少呼叫等待时间，早期电击除颤和气管插管是救治院前猝死的重要措施;重视脑复苏，对公众普及CPR技术及相应的急救技能是提高院前心肺复苏的成功率的关键。
