Item type,Authors,Title,Journal,Publication year,Issue,Date published,ISSN,Abstract,Keywords,Column1,_1,_2,_3,_4,_5
Journal Article,"邓文锋,于立新,余玉明,苗芸",乌司他丁减轻移植肾热缺血损伤的临床研究,中华泌尿外科杂志,2004,11,2004,1000-6702,"目的 观察乌司他丁对移植肾热缺血损伤的保护作用。 方法 86例肾移植患者根据供肾热缺血时间长短分为 2组 :A组 38例 ,热缺血时间 0 .0 5 )。血肌酐恢复正常水平时间 :A组中治疗组为 2～ 12d ,平均 5 .8d ;对照组为 3～ 16d ,平均 7.2d ,2组比较差异无显著性意义 (P >0 .0 5 )。B组中治疗组术后第 1、3、7、10、14天血肌酐水平测定值分别为 :( 372 .6± 12 8.1) ,( 2 78.4± 38.9) ,( 14 5 .9±4 7.2 ) ,( 133.2± 39.8) ,( 12 8.0± 30 .6 ) μmol/L ;对照组分别为 :( 4 96 .3± 12 5 .6 ) ,( 36 4 .7±6 0 .2 ) ,( 196 .2± 36 .8) ,( 16 1.4± 4 1.5 ) ,( 14 9.8±",肾移植;;热缺血/再灌注损伤;;乌司他丁,,,,,,
Journal Article,"李恒昌,佘守章,许立新,胡善鉴,陈文广",钠/氢离子交换抑制剂预处理对犬心脏移植供心的保护作用,中国体外循环杂志,2005,3,2005,1672-1403,"目的研究HOE-642(Cariporide,Na+/H+交换抑制剂)预处理对供体心肌的保护作用。方法10对杂种犬随机分为2组:对照组(C组):在没有热缺血的情况下取下供心,用4℃的UW液保存4小时;实验组(E组):在没有热缺血的情况下取下供心,也用4℃的UW液保存4小时,实验组供体在取下心脏前10分钟和受体再灌注前10分钟分别静脉给以HOE-642(2mg/kg)预处理。应用心输出量(CO)、心肌含水率、ATP含量和心脏超微结构作为评价心肌保护效果的观察指标。结果心脏复跳情况E组好于C组,心输出量E组>C组(PE组(PC组(P<0.05);心脏超微结构E组明显好于C组。结论HOE-642预处理能明显改善心肌保护液对供体心肌的保护。",HOE-642;;Na+/H+交换抑制剂;;预处理;;心脏移植;;心肌保护,,,,,,
Journal Article,"王宏涛,李曙东,戴云,文志广,李伟",犬单肺移植的实验研究,陕西医学杂志,2006,10,2006,1000-7377,"目的通过犬单肺移植的实验研究,探索如何缩短热缺血时间和提高肺移植的吻合技术,预防手术并发症。方法12只犬,选体重接近者配对作为供受体进行单肺原位移植,对供体犬观察两种方法的热缺血时间;对受体犬进行血气分析,观察移植肺气体交换功能;死后进行解剖,观察各个吻合口的情况。结果6只犬肺移植手术顺利,无手术死亡,存活时间为48~168h,1例死于张力性气胸;只游离并阻断主肺动脉根部较常规方法热缺血时间缩短最少1min;移植肺气体交换功能正常。结论游离并阻断主肺动脉根部,可缩短热缺血时间;后壁折叠、前壁外翻的连续缝合法保证了肺动脉和左房袖吻合口光滑严密,无血栓和狭窄;在支气管两个软骨环间切断时,尽量多保留无软骨的气管壁,是防止支气管吻合口瘘和狭窄最有效的方法。","肺移植;;移植,同种;;犬",,,,,,
Journal Article,"韩杰,孟旭,张海波,曾文,许春雷,孙凌波",原位心脏移植30例临床分析,中华器官移植杂志,2006,7,2006,0254-1785,"目的对30例心脏移植进行分析总结。方法30例患者中,24例的原发病为扩张型心肌病,4例为终末期瓣膜性心肌病,1例为终末期缺血性心肌病,1例为病毒性心肌炎行双心室辅助术后1个月。均在体外循环下行原位心脏移植术,3例采用标准心脏移植术式,27例采用双腔静脉吻合心脏移植术式,体外循环时间(75±24)min,主动脉阻断时间(72±8)min。术后采用环孢素A、霉酚酸酯和泼尼松预防排斥反应,根据血环孢素A的浓度调整CsA的用量。术后早期,每天行心肌内心电图及超声心动多普勒监测,以便早期发现急性排斥反应,必要时行心内膜心肌活检。结果30例患者中,术后死亡5例,3例死于低心排,1例死于感染所致的多器官功能衰竭,1例死于出血。术后并发症有低心排、心律失常、三尖瓣返流、右心衰竭、细菌和真菌感染、肾功能异常及血糖升高,上述并发症除导致死亡者外,其余经治疗好转;4例发生急性排斥反应,给予甲泼尼龙冲击治疗,并调整免疫抑制剂的用量后排斥反应逆转。结论术后并发症的预防和及时正确的处理,是心脏移植成功的关键,尤其是对感染、急性排斥反应、右心功能不全及肾功能异常的预防和处理。",心脏移植;;手术期间;;治疗结果,,,,,,
Journal Article,"余兵,王春生,张琳,王可兵,李蕾,丁宁,艾皖平",1例心肺联合移植术的临床观察,安徽医科大学学报,2006,1,2006,1000-1492,"目的对1例心、肺联合移植术的临床疗效进行观察分析。方法采用上、下腔静脉、主动脉吻合,气管于隆突上吻合。术后积极稳定血流动力学指标、预防感染、加强利尿、密切监测排斥反应并及时治疗近、远期急性排斥反应。结果供体心肺缺血190min,患者手术存活。术后无严重感染并发症,至今已存活368d,心功能II级,恢复正常生活。结论选择适合的受体、良好的心肺保护措施、成功的手术处理及正确的围手术期处理是心肺联合移植手术成功的关键因素。",心肺移植,,,,,,
Journal Article,"朱艳红,昌盛,陈静瑜",从多伦多经验谈肺移植进展,中华外科杂志,2007,2,2007,0529-5815," 1983年多伦多总院进行了全球首例成功的单肺移植,此后,随着供受者选择、肺保存技术、肺移植手术技术、围手术期管理和免疫抑制剂的进步,肺移植得以在全世界范围内广泛开展,术后早期生存率显著提高,肺移植也成为治疗终末期肺病可选择的惟一方法。近5年来,肺移植每年以1500例的速度在增长,而在2000年后全世界每年单、双肺移植的数量已经持平,2002年后双肺移植已超过单肺移植,至2004年底全世界共完成单、双肺移植约19 000多例,术后1年生存率为76%。在肺移植发展的历程中,多伦多肺移植中心无论在临床研究还是基础研究均处于领先地位,现根据我",,,,,,,
Journal Article,"姜睿,陈江华,何强,吴建永,金娟",粉防己碱和环孢素A在大鼠心脏移植中的协同作用,中华器官移植杂志,2007,12,2007,0254-1785,"目的研究粉防已碱(Tetrandrine,Tet)和低剂量环孢素A(CsA)联合使用对同种异基因大鼠移植心脏存活时间的影响。方法分别以近交系雄性Lewis(RT1~1)大鼠和BN(RT1~n)大鼠为供、受者,将接受心脏移植后的BN大鼠随机分为5组,术后开始连续每天腹腔注射给药。A组:给予生理盐水1 ml/d;B组:给予CsA 3.2 mg·kg~(-1)·d~(-1);C组:给予Tet 40mg·kg~(-1)·d~(-1);D组:给予Tet 40mg·kg~(-1)·d~(-1)和CsA 3.2 mg·kg~(-1)·d~(-1);E组:给予CsA 6 mg·kg~(-1)·d~(-1)。观察移植心存活时间并进行病理检查,测定受者外周血CD3~+CD25~+ T淋巴细胞数量、体外单向混合淋巴细胞反应以及受者血清白细胞介素2(IL-2)浓度等。结果A、B、C、D、E组大鼠的移植心平均存活分别为(7.2±0.45)d、(10.8±1.48)d、(9±1.0)d、(15.6±3.05)d和(15.2±2.28)d,D、E组移植心存活时间比A组显著延长(P<0.05),术后6 d D组外周血CD3~+ CD25~+ T淋巴细胞数量、单向混合淋巴细胞反应刺激指数、血清IL-2浓度较A组显著降低(P<0.05),D组移植心排斥反应程度最轻。结论Tet和低剂量CsA联合应用能显著延长同种异基因大鼠移植心的存活时间,其机理可能与抑制反应性T淋巴细胞活化以及抑制外周血清IL-2产生等有关。",心脏移植;;大鼠;;粉防己碱;;免疫抑制剂,,,,,,
Journal Article,"高国君,何小舟,许贤林,徐海燕,巢志复",肾移植术后移植肾功能延迟恢复13例临床分析及防治,实用临床医学,2007,1,2007,1009-8194,"目的:探讨肾移植术后移植肾功能延迟恢复的防治。方法:对13例移植肾功能延迟恢复患者的临床资料进行分析。结果:术后即无尿者2例,11例在术后1周内无尿。急性肾小管坏死者11例,其中发生左心衰1例,发生左心衰及肺部感染1例,急性排斥反应2例。13例患者经综合治疗后,12例肾功能于47 d内恢复到正常,1例略高于正常值。结论:移植肾功能延迟恢复是肾移植术后常见的并发症,应积极预防;一旦发生应采取综合治疗措施。",肾移植;;移植肾功能延迟恢复,,,,,,
Journal Article,"易滨,于勇,罗祥基,谭蔚锋,姜小清,张柏和,吴孟超",袖片技术在成人肝移植动脉重建中的应用,中国组织工程研究与临床康复,2008,31,2008,1673-8225,"背景:血管重建和端口吻合是临床肝移植的难点,将袖片技术应用于肝移植动脉重建,对扩大吻合口径、减少动脉血栓形成、促进移植物及受体长期存活具有重要意义。目的:分析袖片技术在全肝移植前供体间动脉重建和植入时供受体动脉重建的吻合部位,探讨动脉袖片技术的应用条件。设计、时间及地点:单中心抽样,回顾性病例分析,于2004-03/2006-07在解放军第二军医大学东方肝胆外科医院完成。对象:选取解放军第二军医大学东方肝胆外科医院单个医疗组同期收治的接受肝移植患者80例,供体均为脑死亡男性志愿捐献者,供受体ABO血型相合。方法:后台完成供体间动脉重建,尽量保留、重建全部供肝变异、受损伤动脉。植入时完成供受体重建,主要选用粗大且直径匹配的供受体动脉。选择动脉端或应用袖片技术进行动脉吻合,尽量通过单个吻合完成重建。通过修剪供体或受体动脉,获取吻合端的动脉分支或根部袖片。主要观察指标:统计植入前供肝动脉重建的远、近心端及植入时供受体重建的供、受体侧4个位置的吻合部位分布、袖片应用率、吻合口径。结果:植入前后台供肝动脉吻合11例(吻合口12个),其中10例来自肠系膜上动脉的迷走右肝动脉进行了后台重建;在吻合口远心端,迷走右肝动脉根部袖片吻合口直径明显大于其端口(t=5.423,P0.05);受体侧以肝总动脉分支袖片和肝固有动脉分支袖片最多,构成比分别为60.00%,27.50%,前者吻合口径明显大于后者(P0.05),余部位两两比较差异有显著性意义(χ2=13.292~51.004,P<0.01)。结论:在供肝动脉植入前进行后台重建时,采用袖片技术的迷走右肝动脉可获得比动脉端更大的吻合口径。植入时供受体动脉重建的袖片应用率高于植入前供体动脉重建,且植入时动脉重建的受体侧均采用分支袖片的肝总动脉能够获得比肝固有动脉更大的吻合口径。",袖片技术;;肝移植;;肝动脉;;修复外科,,,,,,
Journal Article,"周绍昉,何巍,林善昌,郑宝石,郭建极",心不停跳心脏移植的初步研究,广西医学,2008,6,2008,0253-4304,"目的建立大鼠异位不停跳与停跳心脏移植模型,探讨其手术方法及要点,测定受体外周血心肌酶含量,为移植物缺血再灌注损伤(IRI)相关研究提供操作简便、易于观察的大鼠心脏移植实验动物模型。方法自行设计建立大鼠异位不停跳心脏移植模型,改良Heron法建立大鼠异位心脏移植模型;术后3d,每组随机取30只受体大鼠,检测外周血心肌酶(cTnI、CK-MB、LDH)含量。结果连续完成正式实验不停跳模型53只,停跳模型52只,建模成功率为94.3%和96.8%。不停跳组受体外周血心肌酶含量低于停跳组,差异均有统计学意义(P<0.01)。结论不停跳心脏移植模型经济可靠、易于复制,利于进行不停跳心脏移植的基础研究,在防止供心IRI上优势明显。",心脏移植;;动物模型;;心脏不停跳;;大鼠,,,,,,
Journal Article,"余思,何晓顺,马毅",改良大鼠腹部心移植模型的制作,北京大学学报(医学版),2008,3,2008,1671-167X,"目的:总结制作大鼠腹部心脏移植模型的技巧并改良此模型的制作方法。方法:对传统Ono术式的受体准备、供心切取、供心移植等环节进行改良,建立Wistar和SD大鼠的腹部异位心脏移植模型。结果:共完成100例大鼠腹部心脏移植术,90例成功,手术成功率90%。结论:与传统Ono术式相比,此改良术式缩短供心冷缺血时间和腹主动脉阻断时间,降低吻合难度,提高手术成功率,是一种稳定、可靠的大鼠腹部心脏移植模型。","心脏移植;;模型,动物;;大鼠",,,,,,
Journal Article,"易滨,姜小清,张柏和,罗祥基,钱波,谭蔚锋,于勇,吴孟超",肝脏单独与肝肾整块快速获取方法的比较,中国组织工程研究与临床康复,2008,5,2008,1673-8225,"目的:目前器官移植尸体供体来源仍占相当的比例,多器官来源于同一供体的需求增多,快速整块获取的技术发展迅速。比较肝脏单独与肝肾整块快速获取的技术特点与脏器损伤情况的差异。方法:①回顾分析2004-03/2006-07解放军第二军医大学东方肝胆外科医院单个手术组获取并应用于移植的74例供肝资料。②使用快速肝脏获取方法,不进行热解剖,开腹先进行腹主动脉联合门静脉原位冷灌注。肝脏单独切取方法:肾静脉上缘离断腔静脉,胰颈下方离断肠系膜上血管;腹主动脉前解剖法剥离肠系膜上动脉至根部,与肾动脉之间离断腹主动脉,游离胰腺体尾、腹主动脉后方,取下肝脏。肝肾整块获取方法:肝周韧带游离后,游离结肠、输尿管、肾及脾脏,离断肠系膜上血管,横断腹主动脉、腔静脉,游离血管、肝胰脾肾后方,整块切取肝肾。离体腹主动脉后解剖法显露分离肝肾动脉,离断下腔静脉,完全分离肝肾。③记录两种方法的肝脏热缺血、肝脏获取、冷缺血时间,统计肝肾主要部位的获取损伤率并进行比较。结果:①完成肝脏单独获取28例,肝肾整块获取46例,两组中分别有1例同时获取心脏。未发生因器官获取原因导致的器官损失,获取肝脏全部用于移植,无原发性器官无功能发生,无肝动脉血栓形成。②单独获取患者肝脏获取时间短于肝肾整块获取患者(P<0.01)。③肝肾整块获取患者的腹腔动脉和肠系膜上动脉的Carrel袖片损伤率低于肝脏单独获取患者(P<0.05)。结论:快速肝脏单独和快速肝肾整块获取方法的主要技术差别在于分离肝肾血管的先后顺序及解剖显露肝肾动脉的方法;快速肝脏单独获取在手术耗时上少于快速肝肾整块获取,但更容易出现腹腔动脉和肠系膜上动脉Carrel袖片的损伤。",肝移植;;肝切除术;;肝动脉/损伤;;器官移植技术,,,,,,
Journal Article,"董淑敏,郑世营,邵仲凡,潘引鹏",ICAM-1在兔无心跳供体肺移植术后的表达及意义,山东医药,2008,48,2008,1002-266X,"将30只拟行肺移植术的大白兔随机分三组,每组5对分别为供受体。一组为有心跳供体肺(HBD组),另两组供体肺分别为无心跳供体热缺血30 min(NHBD-30组)及60 min(NHBD-60组);另选15只作为对照组。建立兔无心跳供体左单肺肺移植模型,切除的受体左肺作为对照,采用免疫组化法检测供体肺缺血期间和移植再灌注肺组织内皮细胞间黏附分子-1(ICAM-1)表达水平。结果与HBD组、NHBD-30组比较,NHBD-60组左肺移植再灌注后肺泡区、小动脉区ICAM-1表达明显上调(P<0.05);与对照组比较,三组右肺冷保存10 h后无显著差异,与NHBD-60组左肺移植再灌注后比较均有显著差异(P<0.05)。认为无心跳供体肺短时间热缺血未造成严重肺组织损伤,未能触发ICAM-1表达明显上调;ICAM-1表达上调发生于再灌注期间。",肺移植;;无心跳供体;;缺血再灌注;;细胞间黏附分子,,,,,,
Journal Article,"孙长滨,曲鹏,杨春光",牛磺酸对大鼠供心低温保存期间心肌细胞凋亡的影响,解剖科学进展,2008,4,2008,1006-2947,"目的观察供心低温保存期间心肌细胞凋亡的发生和牛磺酸作为保存液成分对凋亡的影响。方法将40只SD大鼠随机分成对照组(单纯HTK液保存供心)和牛磺酸组(HTK液中添加15mmol/L牛磺酸)。每组的20只SD大鼠再分两个亚组,分别低温保存6h和8h各10只。利用电镜技术和原位末端标记(TUNEL)技术检测细胞凋亡情况,以每一高倍视野下心肌细胞凋亡的阳性细胞数作为凋亡指数。结果各组均有凋亡心肌细胞出现,凋亡细胞的染色质边集现象明显,随保存时间延长,凋亡细胞增多,牛磺酸组的细胞凋亡指数明显低于对照组。结论大鼠供心低温保存期间有心肌细胞凋亡发生,牛磺酸作为保存液成分可减少凋亡的产生。",心肌细胞;;低温保存;;牛磺酸;;凋亡,,,,,,
Journal Article,"张宝良,刘彤",心脏停搏供体大鼠供肝热缺血对原位肝移植物的影响,世界华人消化杂志,2008,32,2008,1009-3079,"目的:探讨来自心脏停搏供体大鼠肝移植供肝热缺血再灌注损伤对移植物的影响.方法:实验分为4组:对照组(C)和移植组,移植组根据供肝获取前经历供体心脏停搏时间的不同分为3组:热缺血0min(W0组)、热缺血15min(W15组)和热缺血30min(W30组),其后用建立大鼠动脉化原位肝移植模型,每组均为24只大鼠,分别测定术后3、7、14和30d移植肝组织学、肝功能和细胞增殖核抗原Ki-67蛋白的变化,每个时间点各取6只大鼠处死.结果:随着供肝热缺血时间的延长,移植肝损伤加重,并且恢复过程也延长.移植组和对照组术后第3、7、14和30天血清ALT、AST均无显著性改变.肝移植术后早期肝细胞Ki-67表达水平随供肝热缺血时间的延长而增高,术后14d恢复正常.各组的肝细胞Ki-67表达均与血清ALT、AST无关.结论:肝移植过程中供肝热缺血主要损伤肝细胞,并随着供肝热缺血时间的延长移植肝细胞损伤加重,肝细胞功能恢复早于其形态学恢复.",再灌注损伤;;肝移植;;热缺血;;大鼠;;心脏停搏,,,,,,
Journal Article,"巫林伟,何晓顺,邰强,鞠卫强,马毅,朱晓峰,王东平,黄洁夫",脑死亡来源供肝肝移植9例临床分析,中华移植杂志(电子版),2008,1,2008,1674-3903,"目的总结使用脑死亡来源供肝肝移植的临床经验,初步分析脑死亡来源供肝应用于临床的安全性。方法2006年1月至2007年12月我院器官移植科共实施9例脑死亡来源供肝肝移植。供体年龄16～43岁,死于颅脑外伤7例,死于脑血管意外2例,器官切取前平均动脉压(105±5.2)mmHg(1mmHg=1.333kPa)(6例需使用升压药物),肝功能检测丙氨酸转氨酶(175±40)U/L,天冬氨酸转氨酶(180±46)U/L,总胆红素(40±8.6)mmol/L。受者年龄(48.6±10.1)岁,男性8例,女性1例;术前诊断为肝硬化5例,肝癌4例,术前MELD评分(27.6±6.7)分。结果供肝冷缺血时间为(7.4±2.8)h,所有患者手术顺利。1例于术后7天死于肾功能衰竭。8例受者康复出院并随访6～24个月,1例于术后24个月死于肿瘤复发,其他并发症发生包括急性排斥反应2例,胆道狭窄并感染1例,胆道缺血1例,肺部感染1例。结论按照我们选择脑死亡供肝的原则,肝移植受者术后近期及中期预后良好,具有临床应用前景。",肝移植;;供肝;;脑死亡;;无心跳供体,,,,,,
Journal Article,"张宝良,袁庆鑫,刘彤",大鼠心脏停搏供体动脉化原位肝移植模型制作体会,肝胆胰外科杂志,2009,3,2009,1007-1954,"目的建立一个稳定的大鼠心脏停搏供体动脉化原位肝移植模型。方法根据供肝获取前经历供体心脏停搏时间的不同分为热缺血0min(W0组)、热缺血15min(W15组)和热缺血30min(W30组)3组,其后用Engemann法建立大鼠动脉化肝移植模型,比较术后肝功能、病理、手术成功率(>3d)和长期生存率(>100d)。结果W0、W15和W30组手术成功率分别为100.0%(15/15)、93.3%(14/15)和86.7%(13/15),术后长期生存率分别为100.0%(6/6)、83.3%(5/6)和66.7%(4/6),二者在3组间差异均无统计学意义。常规组织病理结果显示:随着供肝热缺血时间的延长,移植肝损伤加重。3组术后第3天血清丙氨酸转氨酶ALT和AST均无显著性改变。结论来自于无心跳供体的大鼠肝脏在热缺血30min以内是安全的,移植术后可以长期存活。该模型有助于肝移植热缺血损伤的研究。",肝移植;;心脏停搏;;大鼠;;动物模型,,,,,,
Journal Article,"鞠卫强,何晓顺,韩明,邰强,巫林伟,马毅,王东平,朱晓峰,黄洁夫",不同热缺血时间的无心跳供肝在肝移植中应用的疗效评价,中国普通外科杂志,2009,1,2009,1005-6947,"目的探讨不同热缺血时间的无心跳供肝在临床肝移植中应用的疗效。方法回顾性分析142例冷保存时间在12h之内的不同热缺血时间的无心跳供肝肝移植患者的临床资料,根据热缺血时间分为3组:Ⅰ组为5 min之内,43例;Ⅱ组为5~10 min,77例;Ⅲ组为10~15 min,22例。比较3组间肝移植术后谷丙转氨酶(ALT)峰值、原发性移植肝无功能、急性排斥反应、胆道并发症、血管并发症、感染以及移植肝存活和受体存活的差异。结果3组患者术后均未发生原发性移植肝无功能。Ⅱ组术后ALT峰值及感染发生率显著高于Ⅰ组;而Ⅲ组术后ALT峰值、胆道并发症发生率、血管并发症发生率及感染发生率均显著升高。随访8~32个月。Ⅲ组移植肝存活率及受体存活率均降低,与Ⅰ组和Ⅱ组比较,差异均有统计学意义。结论冷保存时间在12 h之内的无心跳供肝能耐受热缺血的安全时限为10 min;热缺血时间大于10 min的供肝,移植术后相关并发症发生率显著增加,移植肝和受体存活率显著降低。",肝移植;;无心跳供体;;热缺血;;冷保存,,,,,,
Journal Article,"高瑞辉,祝恒成,刘修恒,刘之光,但超",小鼠腹部心脏移植模型的建立及技术改进,武汉大学学报(医学版),2010,6,2010,1671-8852,"目的:探讨小鼠腹部心脏移植模型的建立及技术改进。方法:SPF级近交系雄性BALB/c、C57小鼠各50只,体重均在20-30g,C57小鼠作为供体,BALB/c小鼠为受体,利用改进方法行供体升主动脉与受体腹主动脉,供体肺动脉与受体下腔静脉吻合术建立小鼠腹部心脏移植模型,术后观察移植心脏的存活时间和急性排斥反应情况。结果:手术成功率80%,总手术时间(90±10)min;受体手术时间(72±3)min;动脉吻合时间(21.5±2.5)min;静脉吻合时间(20.5±5.5)min。移植术后未用任何免疫抑制剂,小鼠供心存活时间为(7.9±0.7)d,供心停跳后,移植心脏病理排斥反应分级为Ⅱ-Ⅲ级。结论:改进的腹部心脏移植方法简单,手术时间短,手术成功率高。",心脏移植;;腹腔;;小鼠,,,,,,
Journal Article,"孙建明,陈善群,许足三,李勇,孙龙飞,曾向阳",两种开放手术入路在活体供肾切取术中的应用,海南医学,2011,4,2011,1003-6350,"目的探讨活体供肾切取术的切口选择,并比较前肋缘下切口经腹及经腹膜外两种手术入路的优缺点。方法将68例活体亲属肾移植供肾切取术分为两组:斜卧位肋缘下切口腹膜外途径取肾术42例为观察组,平卧位肋缘下切口经腹途径26例为对照组。观察两组间手术时间、出血量、肛门排气时间、术中术后并发症、住院天数、供肾热缺血时间、肾动脉长度。结果观察组、对照组手术时间分别为(180±20)min、(188±25)min,两组差异无统计学意义(P>0.05);出血量分别为(80±20)ml、(80±40)ml,两组比较差异无统计学意义(P>0.05);肛门排气时间分别为(1.5±0.5)d、(2.2±0.8)d,两组比较差异有统计学意义(P0.05);动脉长度分别为(25.1±5.2)mm、(24.5±6.3)mm,两组比较差异无统计学意义(P>0.05)。结论斜卧位肋缘下切口腹膜外途径取肾术略优于平卧位肋缘下切口经腹途径取肾术,供肾者恢复快、并发症少。",肾移植;;活体;;取肾术;;手术入路,,,,,,
Journal Article,"程亮,金振晓,王红兵,俞世强",犬温血持续灌注不停跳供心长时间保存效果观察,山东医药,2014,40,2014,1002-266X,"目的观察犬温血持续灌注不停跳供心长时间保存的效果。方法成年犬7只,其中5只作为实验犬(供心1~5),2只作为对照犬(供心6、7)。供心1~5采用温血持续灌注不停跳保存,供心6、7采用冷停跳灌注保存;计算供心保护6 h时的质量增长率,化学发光法检测供心血肌钙蛋白I(TnI),检查供心左心室收缩舒张功能。结果供心1跳动2 h后出现室颤终止实验,供心2~5跳动直至8 h至实验结束。保护6 h时,供心2~7质量增长率分别为10.00%、17.59%、7.94%、14.08%、22.00%、21.10%;供心6、7血TnI自2 h后较供心2~5显著升高(P均0.05);供心2~5左心室收缩及舒张功能随时间延长而下降,供心间比较,差异没有统计学意义(P均>0.05)。结论犬温血持续灌注不停跳供心可较长时间保存。",心脏移植;;体外循环;;供心保存;;心肌代谢;;温血灌注;;肌钙蛋白I,,,,,,
Journal Article,"刘煜,朱雄伟,王毅,刘航,沈中阳",心脏死亡器官捐献者供肾移植的可行性,武警医学,2015,7,2015,1004-3594,"目的总结心脏死亡器官捐献(donation after cardiac death,DCD)肾移植的临床资料,并探讨其可行性。方法回顾性分析2012-04至2013-12武警总医院28例DCD和52例DCD供肾移植的临床资料。结果 28例DCD属于国际标准MaastrichtⅢ类,共获取肾脏52个并实施肾移植52例。热缺血时间为(11.2±9.1)min,冷缺血时间为(4.1±2.2)h。12例发生移植肾功能延迟恢复(delayed graft function,DGF),发生率23.08%,均于术后20~72 d肾功能恢复正常。急性排斥反应发生率3.85%(2/52),分别于术后1、2周因移植肾破裂切除肾脏。受者死亡3例(术后3个月因巨细胞病毒性肺炎死亡1例,术后移植肾原发无功能并肺部真菌性肺炎1例,肾破裂术后感染性休克1例)。移植肾存活的47例受者,随访13~23个月,移植肾功能正常。结论 DCD供体可以扩大供体来源,缓解器官短缺困难,但应注意并发症发生,提高移植效果。",心脏死亡;;器官捐献;;肾移植,,,,,,
Journal Article,"兰川,张鸣,严律南,李波,曾勇,文天夫,徐明清,王文涛,杨家印",公民逝世后器官捐献肝移植78例临床经验分析,器官移植,2016,4,2016,1674-7445,"目的总结公民逝世后器官捐献肝移植的临床经验及疗效分析。方法回顾性分析2012年3月至2015年11月四川大学华西医院肝脏移植中心完成的公民逝世后器官捐献供体肝移植的76例供体和78例受体的临床资料。观察肝移植受体早期移植物功能恢复情况并分析引起早期移植物功能障碍(EAD)的危险因素,观察远期的移植物生存及受体生存情况、并发症发生情况。结果 78例受体术后EAD的发生率为36%(28/78),其中供体总胆红素(TB)高和冷缺血时间长是EAD发生的危险因素。受者围手术期存活率为92%(72/78),死亡6例,分别死于原发性移植物失功4例、上消化道大出血1例、肺部感染1例。术后发生腹腔感染5例,胆道狭窄3例,血管血栓形成2例,除1例死亡外,其余经相应治疗后好转。受体术后1年的存活率为84.2%,2年存活率为80.0%。结论公民逝世后器官捐献供肝是较好的供肝来源,其近远期效果良好。控制术前供肝质量,缩短冷缺血时间等均是提高临床效果的重要措施。","公民逝世后器官捐献;;肝移植;;早期移植物功能障碍;;冷缺血时间;;供肝选择;;临床研究,实践;;总胆红素",,,,,,
Journal Article,"曹健斌,龚勇泉,韦成信,李富骊,罗鹏",小鼠颈部心脏移植模型的建立,中国胸心血管外科临床杂志,2017,11,2017,1007-4848,"目的探讨如何建立稳定的小鼠颈部心脏移植模型。方法将40只雄性C57小鼠,周龄约6~8周,体质量19~24 g,随机分成供体和受体,每组20只。供体心脏升主动脉与受体右侧颈总动脉端侧吻合,供体心脏肺动脉与受体右侧颈外静脉对端吻合,建立颈部心脏移植模型。结果手术成功率在95%以上,冷缺血时间(15±5)min,热缺血时间(23±6)min,手术时间(55±15)min,术后移植心脏存活达到30 d以上,术后1个月移植心脏病理检查和正常心脏无明显差异。结论小鼠颈部心脏移植模型稳定可靠,通过直视和触诊可以方便监测供体心脏的存活,有利于开展移植方面的基础研究。",心脏移植;;动物模型;;小鼠,,,,,,
Journal Article,"宋少华,徐春扬,郭猛,刘芳,丁国善,王全兴,傅志仁",小鼠腹部异位心脏移植模型的建立与改进,第二军医大学学报,2018,3,2018,0258-879X,"目的建立并改进小鼠腹部异位心脏移植模型,为器官移植免疫学研究提供支持。方法选取C57BL/6小鼠为同系移植供、受体和同种移植受体,BALB/c小鼠为同种移植供体。将供体心脏的升主动脉和肺动脉分别与受体的腹主动脉和下腔静脉行端侧吻合,建立小鼠腹部异位心脏移植模型,并对受体准备、供体心脏摘取和修整以及血管吻合技术加以改良,观察改进后的手术效果并分析其优势。结果预实验完成50对。正式实验同系间移植完成20对,成功17对,成功率为85.0%;同种间移植完成15对,成功13对,成功率为86.7%。模型总成功率为85.7%( 30/35)。受体血管吻合前准备时间平均为(11.2±2.5)min,供体心脏摘取和修整时间平均为(13.6±3.3)min,供、受体血管吻合时间平均为(21.7±3.5)min。结论改进的小鼠腹部异位心脏移植模型具有简便、成功率高等优点,为进一步移植免疫学研究奠定了基础。",异位心脏移植;;腹部;;吻合;;动物模型,,,,,,
