id_number,title_ch,authors_ch,institutions,funding,journal,journal_issue,keywords_ch,abstract_ch
435,大鼠腹腔内心脏移植模型制作成功关键因素,王约青; 沈承澜; 金庆元,上海中医药大学附属市中医医院普外科,NA,临床和实验医学杂志; Journal of Clinical and Experimental Medicine,2009年02期,心脏移植; 动物模型; 大鼠,目的探讨大鼠心脏异位移植手术操作改良方法及成功的关键因素。方法采用Ono创建的大鼠心脏异位移植模型制作方法，并作部分改良，缩短了手术时间及供心缺血时间。结果预实验30次，成功率36.7%。正式实验100次，成功率达到87.0%，正式实验手术总时间为60±5 min，供心热缺血时间为5±1 min，供心冷缺血时间27±5 min，心脏复跳时间为1.5±1.0 min。结论成功完成实验的关键因素是:严格的动物选择;清洁手术器械;适度的麻醉;缩短供心热缺血时间;准确的吻合技术。
159,再次肝移植五例报告,陈规划; 汪根树; 何晓顺; 朱晓峰; 陆敏强; 杨扬; 蔡常洁; 王国栋,中山大学附属第一医院器官移植中心; 中山大学附属第一医院器官移植中心 510080广州; 510080广州,卫生部临床学科重点项目 ( 2 0 0 132 1) ;广东省医学联合攻关项目 ( 2 0 0 2B30 2 0 7) ;广东省科委攻关项目 ( 99B0 6 70 5G) ;广州市科委基金项目( 2 0 0 1  2   0 4 3  0 1  1),中华器官移植杂志; Chinese Journal of Organ Transplantation,2004年01期,肝移植; 再手术,目的　总结再次肝移植的临床经验。方法　对 5例男性患者施行再次肝移植 ，再次肝移植的原因分别为原发性移植肝无功能 (1例 )、急性排斥反应 (1例 )、慢性排斥反应并胆道感染 (1例 )以及胆道缺血并感染 (2例 )。供肝植入均采用改良背驮式原位肝移植术。术后免疫抑制治疗采用达利珠单抗、甲泼尼龙及他克莫司联合用药 ，必要时加用霉酚酸酯。结果　 3例治愈 ，已分别存活11个月、5个月和 1个月 ，2例分别于术后第 8d、第 10d死亡 ，1例死于多器官感染及功能衰竭 ，1例死于心力衰竭。术后并发症有腹腔出血、多器官感染、胆道感染及切口感染等。结论　再次肝移植是移植肝功能衰竭的有效治疗方法 ，适应证及手术时机的正确把握、围手术期的严密监测和正确处理是提高再次肝移植患者存活率的关键。
196,改良心肌保护液对不同时间热缺血供心移植效果的影响,许慧; 艾登斌; 池一凡; 孙忠东; 侯文明; 杨铁南,青岛大学医学院附属医院麻醉科; 青岛大学医学院附属青岛市立医院麻醉科; 青岛大学医学院附属青岛市立医院心外科; 青岛大学医学院附属青岛市立医院心外科 266003青岛市,青岛市科委资助项目(2001-KNS-2E-51),临床麻醉学杂志; The Journal of Clinical Anaesthesiology,2005年08期,心肌保护液; 热缺血; 器官移植,目的研究对短暂常温热缺血的猪供心采用改良心肌保护液低温保存后对供心结构和功能的保护作用。方法建立猪原位心脏移植模型，分别采用St.Thomas液灌注和改良心肌保护液保存供心。24只家猪随机分为对照组(C组)、5min热缺血组(W1组)、10min热缺血组(W2组)和改良心肌保护液组(E组)。C组，低温灌注后切取供心，4℃保存4h和心脏移植后测定心肌含水率(MWC)、丙二醛(MDA)、三磷酸腺苷(ATP)含量和心脏超微结构观察;W1组，供心灌注低温保护液前常温缺血5min，余同C组;W2组，供心灌注低温保护液前常温缺血10min，余同C组;E组，供心常温缺血5min后用改良保护液灌注和保存，余同C组。均采用标准法移植心脏。心脏移植后观察移植后供心复跳情况、平均动脉压、心排血量(CO)及早期肌钙蛋白I(cTnI)的漏出水平。结果W1和W2组供心低温保存后MWC、MDA高于C组，而ATP明显降低(P<0.05);E组与C组相比，供心低温保存后MWC、MDA增高，ATP减少(P>0.05);超微结构，W1组损伤较C组和E组明显加重，W2组损伤呈不可逆改变。供心移植后，C组和E组cTnI漏出少，血液动力学指标好于W1、W2组(P<0.05)。结论改良心肌保护液可有效改善供心因短暂常温热缺血而造成的结构和功能损害。供心灌注低温保护液前常温缺血10min可造成供心不可逆改变。
11,同种异体原位肝移植2例报告,李立; 张炳彦; 杨达宽; 张捷; 黄青青; 张小文; 冉江华; 唐继红; 李晓延; 李晓; 黄明; 唐晶,昆明医学院第二附属医院肝胆外科!昆明650101; 昆明医学院第二附属医院麻醉科!昆明650101; 昆明医学院第二附属医院胸心血管外科!昆明650101; ?,NA,中国普外基础与临床杂志; CHINESE JOURNAL OF BASES AND CLINCS IN GENERAL SURGERY,2000年02期,原位肝移植; 附属医院; 正位肝移植; 供肝; 昆明医学院,NA
566,活体部份肝移植,韩少良,NA,NA,日本医学介绍; Progress in Japanese Medicine,1992年01期,肝移植; 脑死亡; 供体; 血液动力学; 移植术(医学); 循环生理学; 无肝期; 异氟醚; 异氟烷,<正> 一、活体肝移植的优缺点活体肝脏因为不存在脑死亡过程中血液动力学的波动和抢救时大量(?)茶酚胺等药物的应用，可以在更稳定的状态下利用肝脏。根据患者状态确定的手术时间，使肝脏缺血减小到最低限度，且术后的管理也容易。父母与子女间的肝移植，免疫组织学角度也适宜，心理上的优势也是个很重要的优势。活体肝部分移植的缺点是手术难度大，手术时间长和伴有很大的危险性。术中出血较多，大部分需要输血，还要注意肝炎等输血并发症。而且就是健康人也不能立即成为理想的供体，因为门脉系统和胆道系统存在解剖学的个体差异，十分满意的供体只占48%，移植困难或无法移植的供体占19%。如供体肝的切除有困难，其手术危险性也增加。
653,不同亲属关系活体供肾肾移植长期疗效分析,张彦选; 李明; 潘振宏; 房军; 刘瑞勇; 曲青山; 王凯,郑州人民医院器官移植中心,NA,新乡医学院学报; Journal of Xinxiang Medical University,2016年07期,肾移植; 亲属关系; 活体供肾; 血肌酐; 蛋白尿,目的观察亲属活体供肾来源的肾移植长期疗效，对比分析不同亲属关系供肾的临床效果。方法回顾性分析郑州人民医院2008年4月至2014年2月完成的237例亲属活体供肾移植的临床资料，按供肾来源分为母供→子组(A组，82例)，父供→子组(B组，34例)，母供→女儿组(C组，51例)，父供→女儿组(D组，26例)，兄弟姐妹间男供→女组(E组，19例)，兄弟姐妹间女供→男组(F组，25例)。观察记录各组术后各时间点血肌酐水平、蛋白尿发生情况、感染和排斥反应发生率等。结果随访2 a，无供受者死亡或移植物丢失，人/肾存活率100%;围术期均无感染发生，肺部感染多发生在术后2~4个月，排斥反应也多发生在肺部感染、腹泻后，各组肺部感染、排斥反应、腹泻、骨髓抑制及肝毒性等并发症比较差异均无统计学意义(P>0.05)。术后1 a A组受者血肌酐水平升高，均高于其他组受者(P<0.05)，但D组受者血肌酐水平术后持续低于其他组(P<0.05);术后A组中有6例患者持续存在蛋白尿，蛋白尿发生率高于其他组(P<0.05)。结论亲属活体供肾移植具有较好疗效，母亲供肾给儿子移植后长期疗效相对较差，父亲供肾给女儿移植疗效相对较佳。
86,小鼠异位心脏移植模型的建立,吴蔚; 杨康; 姜恒; 李军,第三军医大学西南医院心胸外科; 第三军医大学基础部应用解剖与外科手术学教研室; 第三军医大学西南医院心胸外科 重庆 400038; 重庆 400038; 重庆 400038,NA,局解手术学杂志; Journal of Regional Anatomy and Operative Surgery,2003年03期,小鼠; 心脏; 异位移植,目的 为方便现代移植免疫学研究，建立了小鼠异位心脏移植模型，为今后的器官移植研究打下基础。方法 以昆明鼠为研究对象，参照Ono法并加以改良，将供体升主动脉、肺动脉与受体腹主动脉和下腔静脉行端侧吻合。结果 正式试验50例，8例在72小时以内死亡，其余42例均长期存活，手术成功率为84％。结论 在熟练掌握显微外科技术的基础上，处理好心脏移植的五个关键步骤，小鼠异位心脏移植模型即可顺利建立。
640,心肺联合移植受者随访10年一例与国内心肺联合移植现况分析,杨守国; 陈昊; 杨兆华; 张红强; 王帆顺; 庄亚敏; 王春生,复旦大学附属中山医院心外科上海市心血管病研究所复旦大学器官移植中心,上海市优秀学术带头人计划(14XD1401000),中华移植杂志(电子版); Chinese Journal of Transplantation(Electronic Edition),2014年04期,心肺联合移植; 长期疗效; 艾森曼格综合征,目的总结分析1例心肺联合移植受者术后10年随访情况及国内心肺联合移植现况。方法回顾性分析复旦大学附属中山医院2003年12月完成的1例心肺联合移植受者临床资料。受者女性，43岁，原发病为先天性心脏病房间隔缺损合并艾森曼格综合征。供者男性，28岁。供、受者ABO血型相合，人类白细胞抗原配型5个位点错配。供者心、肺分别以UW液、HTK液灌洗保存。心脏移植采用双腔静脉吻合法，肺移植气管吻合采用3-0聚丙烯缝合线连续缝合外加自体组织包裹。采用达利珠单抗+环孢素+吗替麦考酚酯+糖皮质激素四联免疫抑制方案，术后9个月将环孢素替换为他克莫司，术后8年撤除糖皮质激素。门诊随访定期复查超声心动图、肺功能及胸部CT。同时，检索1992年1月1日至2013年12月31日中国期刊全文数据库、中国生物医学文献数据库、维普中文科技期刊数据库以及万方数据资源系统心肺联合移植相关文献，对数据进行归类分析，采用Kaplan-Meier法计算受者生存率。结果截至2014年5月，该受者已存活10年3个月，生活质量良好。心功能恢复至美国纽约心脏病协会心功能分级Ⅰ~Ⅱ级，术后9年超声心动图示左室射血分数65%。氧合指标稳定，血气分析指标良好。无急性排斥反应发生，术后5周及3.5年发生肺部感染治愈。1992年至2013年，国内26家医疗单位共完成心肺联合移植44例，病因以先天性心脏病伴艾森曼格综合征为主。44例受者1，3，5年生存率分别为39.4%，36.7%，30.6%。主要死亡原因为感染和移植物功能衰竭。结论心肺联合移植的远期疗效与供者心肺组织块的妥善保存、良好的手术技术，以及术后平衡抗排斥反应与抗感染治疗之间的矛盾密切相关。
216,套管改良法建立大鼠颈部心脏移植模型,李平; 张凯伦; 高思海,武汉华中科技大学同济医学院附属协和医院心外科; 华中科技大学同济医学院附属同济医院胸心外科 430022; 430022,NA,心肺血管病杂志; Journal of Cardiovascular and Pulmonary Diseases,2005年03期,心脏移植; 套管技术; 再灌注损伤; 动物模型，大鼠,目的:采用套管改良技术建立大鼠颈部心脏移植模型和研究心脏移植再灌注损伤。方法:采用同系移植，供受体均为SD大鼠。用0.7mm内径聚乙烯管做内置管，将供心的无名动脉与受体右颈总动脉连接;用1.5mm内径聚乙烯管做内置管，将供心的肺动脉与受体右颈外静脉连接。结果:正式实验30次，手术成功率97%。手术时间和供心热缺血时间显著缩短，手术成功率明显提高。结论:套管改良法简单实用，无须血管吻合技术，为器官移植研究提供了更为方便、快捷的方法，值得推广。
153,尸体肝肾联合切取及其临床应用,陈明; 孙则禹; 丁义涛; 吴亚夫; 张古田; 李强; 仇毓东; 兰厚金,南京大学医学院附属鼓楼医院; 南京大学医学院附属鼓楼医院 210008; 210008,NA,江苏医药; Jiangsu Medical Journal,2004年06期,肝肾; 肝脏; 肾脏; 肝肾联合移植; 供肝; 热缺血; 腹主动脉; 主动脉腹部; 供体; 保存液; 精液稀释液; 尸体,NA
671,热缺血时间对循环停止猪心供体冠状动脉内皮功能的影响,苏阳; 秦广启; 廖秋明; Stig Steen; 乔晨晖,郑州大学第一附属医院心外科; 隆德大学医院心胸外科,NA,河南医学研究; Henan Medical Research,2017年22期,循环停止供体; 热缺血; 内皮细胞; 心脏移植,目的探究热缺血时间对循环停止猪心供体(DCD)冠状动脉内皮细胞功能的影响。方法将18头健康瑞典家猪随机分为对照组、热缺血30 min组、热缺血40 min组，每组6只。将对照组冠状动脉前降支远端血管截成血管环进行器官浴槽实验;另外两组采用腔静脉插管将循环血液排空建立失血DCD模型，将心脏遗留在胸腔内，分别在30 min和40 min后进行器官浴槽实验(方法同对照组)。比较3组内皮依赖性舒张功能(EDR)。结果对照组、热缺血30 min组和热缺血40 min组最大内皮依赖性舒张百分数(EDRmax)分别为(95.72±0.95)%、(95.09±0.85)%和(94.41±1.06)%，3组EDRmax比较，差异无统计学意义(P>0.05)。对照组、热缺血30 min组和热缺血40 min组P物质半最大效应浓度负对数(p EC50)分别为(6.53±0.07)%、(6.43±0.02)%和(6.38±0.04)%，3组p EC50比较，差异无统计学意义(P>0.05)。结论在实验条件下，热缺血30 min及40 min对猪循环停止猪心供体冠状动脉内皮细胞功能无显著影响。
505,298例原位心脏移植受者远期疗效分析,杨守国; 王春生; 陈昊; 洪涛; 胡克俭; 庄亚敏; 林熠; 杨兆华,复旦大学附属中山医院心外科上海市心血管病研究所复旦大学器官移植中心,2009年上海市人才发展资金;2010年上海市领军人才专项资金,中华移植杂志(电子版); Chinese Journal of Transplantation(Electronic Edition),2011年02期,心脏移植; 远期疗效; 终末期心脏病; 排斥反应; 感染; 监测,目的分析原位心脏移植受者远期疗效。方法 2000年5月至2011年4月，复旦大学附属中山医院298例终末期心脏病患者施行原位心脏移植术。男性235例，女性63例;病因构成:扩张性心肌病占73.2%、缺血性心肌病占8.7%、瓣膜性心脏病占6.4%、原发性心脏恶性肿瘤占2.3%、移植物冠状动脉硬化占0.7%。供心不停搏获取238例、停搏获取60例。采用改良圣托马斯液或结合UW液或单用UW液保存技术，供心冷缺血时间69～600min，平均(191.0±28.5)min。移植方法采用双腔静脉法272例、标准法19例、全心法7例。术后采用环孢素或他克莫司+激素+吗替麦考酚酯三联免疫抑制方案;85%受者采用单克隆抗体免疫诱导治疗。术后定期随访。结果所有存活病例均获完整随访，随访时间1～121个月，平均(42.5±9.8)个月。移植后1、3、5、8年受者存活率分别为90.3%、82.8%、73.4%、65.2%。移植物衰竭、急性排斥反应、感染、心脏肿瘤转移、猝死为术后1年内主要死亡原因。远期受者主要死亡原因包括移植物冠状动脉硬化、移植物衰竭、急性排斥反应、感染、肾衰竭等。移植后并发症以感染、急性排斥反应、肾功能不全多见。243例存活受者90%心功能恢复至NYHAⅠ～Ⅱ级，20%恢复全日工作。结论 298例原位心脏移植受者长期疗效良好且稳定。严格规律随访并注意监测和防治感染、急性排斥反应、移植物冠状动脉硬化对提高远期疗效具有重要意义。
63,15例犬原位心脏移植实验手术技术总结,王维新; 解士胜; 万士杰; 仲京; 于鲁峰; 侯迈,空军总医院心血管外科; 空军总医院心血管外科 北京100036; 北京100036; 北京100036,NA,空军总医院学报; Journal of General Hospital of Air Force，pla,2002年01期,心脏移植; 移植，同种; 疾病模型，动物,目的　通过心脏移植的实验研究 ，为心脏移植手术及平稳过度到临床应用积累经验。　方法　在全麻、中度低温体外循环下实施 15例犬的原位心脏移植手术。　结果　 8例移植心脏自动复跳 ，7例移植心脏通过电除颤复跳 ，血流动力学参数较稳定。有 4例移植心脏出现心肌肿胀 ，10例移植心脏吻合口出血较多。　结论　操作轻柔、供体与受体心脏的主动脉大小相匹配以及缝线均匀有助于减少术后吻合口出血 ，改善心肌保护能减轻心肌肿胀 ，以上因素是保证心脏移植成功的关键。
222,肺移植四十年进展,龚勇泉; 李劲松; 王建军,华中科技大学附属协和医院胸外科; 华中科技大学附属协和医院胸外科 430022 武汉; 430022 武汉,NA,国外医学(移植与血液净化分册); Foreign Medical Sciences(Section of Transplantation and Hemopurification),2005年02期,肺移植术; 适应证; 并发症,肺移植是治疗终末期肺病的有效方法。本文就肺移植的发展概况、手术方式、适应证以及并发症的防治进展进行了综述。
260,原位心脏移植的初步体会,姬尚义; 姚滨; 杨建安; 王小雷; 叶晓青; 刘志红; 陈伟新; 王湘; 陈长春; 杨晓涵; 谭敏,深圳市孙逸仙心血管医院深圳市心血管疾病研究所; 深圳市孙逸仙心血管医院深圳市心血管疾病研究所 广东深圳518000; 广东深圳518000,NA,岭南心血管病杂志; South China Journal of Cardiovascular Diseases,2006年03期,终末期心脏病; 心脏移植; 血液配型; 组织配型; 免疫抑制药,目的总结9例原位心脏移植经验，探讨该方法的近、远期疗效。方法心脏移植病人9例，均患终末期扩张型心肌病，术前射血分数(ejection fraction，EF)为0．10-0．29(0．21±0．03)，均有频发室性期前收缩。用标准法处理5例，用双腔静脉法4例。供心热缺血时间2．6-6．7(4．2±1．0)min，冷缺血时间110- 175(141±16)min。抗排斥反应采用环孢素、麦考酚酸酯和甲泼尼龙三联方案，以环孢素为主。维持其血药浓度200μg／L;综合临床表现、超声心动图和心电图观察排斥反应，必要时行心内膜活检。结果手术全部成功，病人均在术后1-3月内出院，出院时心功能均恢复到0-Ⅰ级。随访4-42(27±20)个月，除1例病人在8个月时自行停服免疫抑制药因排斥反应死亡外，其余8例病人健康状况良好，6例病人已恢复工作。结论原位心脏移植是治疗终末期心脏病的有效手段。术前认真选择供体和受体，并造好血液配型及组织配型，移植过程中尽量缩短热、冷缺血时间和良好吻合是手术成功的关键。术后应用免疫抑制药和密切观察排斥反应是取得远期疗效的重点。
316,原位心脏移植30例临床分析,韩杰; 孟旭; 张海波; 曾文; 许春雷; 孙凌波,首都医科大学附属北京安贞医院心外科; 首都医科大学附属北京安贞医院心外科 100029北京; 100029北京,NA,中华器官移植杂志; Chinese Journal of Organ Transplantation,2006年07期,心脏移植; 手术期间; 治疗结果,目的对30例心脏移植进行分析总结。方法30例患者中，24例的原发病为扩张型心肌病，4例为终末期瓣膜性心肌病，1例为终末期缺血性心肌病，1例为病毒性心肌炎行双心室辅助术后1个月。均在体外循环下行原位心脏移植术，3例采用标准心脏移植术式，27例采用双腔静脉吻合心脏移植术式，体外循环时间(75±24)min，主动脉阻断时间(72±8)min。术后采用环孢素A、霉酚酸酯和泼尼松预防排斥反应，根据血环孢素A的浓度调整CsA的用量。术后早期，每天行心肌内心电图及超声心动多普勒监测，以便早期发现急性排斥反应，必要时行心内膜心肌活检。结果30例患者中，术后死亡5例，3例死于低心排，1例死于感染所致的多器官功能衰竭，1例死于出血。术后并发症有低心排、心律失常、三尖瓣返流、右心衰竭、细菌和真菌感染、肾功能异常及血糖升高，上述并发症除导致死亡者外，其余经治疗好转;4例发生急性排斥反应，给予甲泼尼龙冲击治疗，并调整免疫抑制剂的用量后排斥反应逆转。结论术后并发症的预防和及时正确的处理，是心脏移植成功的关键，尤其是对感染、急性排斥反应、右心功能不全及肾功能异常的预防和处理。
294,原位心脏移植术的围术期临床经验及效果,马延平; 刘天起; 王东; 王春生,山东大学临床医院山东省千佛山医院心外科; 山东大学临床医院山东省千佛山医院心外科; 上海市中山医院,NA,中国心血管病研究杂志; Chinese Journal of Cardiovascular Review,2006年05期,心脏移植; 围手术期医护; 心肌缺血; 心肌再灌注,目的总结心脏移植围术期的心肌保护方法和经验。方法2003年3月至2005年11月为11例终末期心脏病患者实施了原位心脏移植，其中心-肺联合移植、心-肾联合移植各1例。采取标准法1例，双腔静脉法10例。结果全组热缺血时间8￣12min，冷缺血时间90￣292min，术中心肌自动复跳10例，1例电除颤复跳。术后1周超声心动图示各心腔大小、EF值均在正常范围。死亡3例:心-肺联合移植术后气管吻合口瘘合并重度感染1例，心-肾联合移植、单纯心脏移植术后急性肾功能衰竭各1例。随访1￣29个月，8例存活患者心功能均恢复至Ⅰ￣Ⅱ级。结论心脏移植术中除在供心的正确切取过程中注意供心的心肌保护外，还应在术中吻合、术后管理过程的整个围手术期都要重点加强心肌保护，这些均是手术成功的重要基础。
526,肝移植术后心脏死亡捐献肾行肾移植手术2例并文献复习,彭风华; 张莲萍; 彭龙开; 谢续标; 蓝恭斌; 王彧; 余少杰; 唐笑天; 谭亮; 方春华; 聂曼华; 杨金瑞; 赵晓昆,中南大学湘雅二医院器官移植中心泌外器官移植科; 中南大学湘雅二医院泌尿外科,湖南省自然科学基金(10JJ5020);湖南省卫生厅科研基金(B2009-025)~~,中南大学学报(医学版); Journal of Central South University(Medical Science),2013年01期,肾移植; 心脏死亡; 器官捐献; 肝移植,"目的:加深针对扩大标准供肾的心脏死亡器官捐献(donation a er cardiac death，DCD)肾移植手术供肾质量术前评估以及术中术后管理的认识。方法:2例供肾均来自于中南大学湘雅二医院器官移植中心同一例行肝移植手术术后5年的供者。供者因移植肝功能恶化，依次出现肝昏迷、脑死亡、肝肾综合征和心脏死亡。供肾评分系统(deceaseddonor score，DDS)以及""零点""双肾肾穿刺活检被用以评估供肾功能，综合评估后2例受者接受了肾移植手术。结果:术后随访6个月，2例受者移植肾功能基本正常。2例受者出现肺部感染，在给予相应治疗后出院，未出现急性排斥反应。结论:采用肝移植术后供者DCD肾移植手术，术前需对供肾做出详细评估;手术后短期效果满意，有助于扩大供体池，远期效果有待进一步观察。"
625,中国标准Ⅲ类心脏死亡供者肾移植21例临床分析,李昆; 钱叶勇; 王振; 柏宏伟; 常京元; 李钢; 范宇,解放军医学院; 解放军第309医院全军器官移植研究所泌尿二科,首都临床特色应用研究(Z131107002213139)~~,解放军医学院学报; Academic Journal of Chinese PLA Medical School,2015年05期,肾移植; 中国标准Ⅲ类心脏死亡器官捐献; 预后; 人/肾存活,目的探讨单中心开展心脏死亡器官捐献(donation after cardiac death，DCD)肾移植的临床效果。方法回顾性分析解放军第309医院2012年4月-2014年9月21例心脏死亡器官捐献肾移植供受者的随访资料。结果 14例DCD供者中，因热缺血时间过长放弃2例，共捐献24个肾，21例于我院行单肾移植。受者随访1~28个月，其中术后移植肾原发性无功能(primary non-function，PNF)发生率为4.8%(1/21);移植肾功能延迟恢复(delayed graft function，DGF)发生率为38.1%(8/21);急性排斥反应(acute rejection，AR)发生率为19.1%(4/21)。移植肾切除2例(9.5%，2/21)，1例移植肾破裂切除，1例因PNF切除;余19例肾功能恢复正常;受者带功死亡2例(9.5%，2/21)，1例肺部感染死亡，1例因车祸死亡。术后6个月、12个月、18个月、24个月人/肾存活率分别为95.2%/85.7%、95.2%/85.7%、90.5%/80.9%、90.5%/80.9%。结论中国标准Ⅲ类DCD供体，移植受者具有较好的短期人/肾存活率，是缓解器官供体来源短缺的重要潜在方法。
139,同种异体原位肝移植术3例报告,王宏宾; 景鸿恩; 邓勇; 秦伟,青海医学院附属医院普外科; 青海医学院附属医院普外科 810001; 810001; 810001,NA,青海医药杂志; Qinghai Medical Journal,2004年09期,原位肝移植术; 同种异体; 肝移植术后; 静脉转流; 无肝期,NA
10,肝肾联合切取及灌注方法,张洪义; 李捷雷; 苗长春; 张宏义; 何晓军; 肖梅; 张希东; 洪泉; 王喆; 金凤竹,空军总医院肝胆外科!北京100036; 空军总医院急诊科!北京100036; 空军总医院泌尿外科!北京100036; 空军总医院临床实?,NA,空军总医院学报; JOURNAL OF GENERAL HOSPITAL OF AIR FORCE，PLA,2000年03期,肝移植; 肾移植,目的　快速联合切取供体肝肾的可行性。　方法　用 4℃ U W液行腹主动脉、门静脉双重冷灌注快速切取供体肝肾2 4次 ，其中动物脏器 19次 ，人体脏器 5次 ，并完成人体原位肝移植 1例 ，肾移植 5次。　结果　移植肝脏及移植肾脏表现功能正常 ，无原发性移植物功能衰竭。　结论　快速灌注切取供体肝肾是可行的。
81,同种异体原位心脏移植的体会,郭好学; 刘书勇; 姜如同; 王彦威; 百宏灿; 张燕齐; 杨巧枝,武警河南总队医院外四科; 武警河南总队医院外四科 河南郑州450052; 河南郑州450052; 河南郑州450052,武警部队科研立项 (WKH2 0 0 10 5 3 ),河南医学研究; Henan Medical Research,2003年02期,心脏; 移植; 同种异体,目的 :探讨心脏移植术后处理方法。方法 :对我院 1例同种异体心脏移植病例进行分析 ，并结合文献学习。结果 :患者手术顺利 ，心脏自动复跳 ，术后曾 2次出现肺部感染 ，第 1次经联合应用抗生素后治愈 ，第2次因合并霉菌感染治疗无效 ，术后 46天死亡。结论 :心脏移植是治疗扩张性心肌病等终末心脏病不可替代的手段 ，手术顺利完成只是成功的第一步 ，还有很多工作要做 ，任何一个环节出问题都将影响最终的治疗效果。
539,心脏死亡器官捐献肾移植及顶层设计的初步经验,孙文国; 蒋雷鸣; 夏利; 覃展偶; 曾宪华; 唐荣金; 石海林; 向雪宝,桂林医学院附属医院泌尿外科; 桂林医学院附属医院医务部,广西桂林市科学研究与技术开发计划项目(编号:20120121-1-2),广东医学; Guangdong Medical Journal,2014年20期,肾移植; 心脏死亡器官捐献; 顶层设计,目的总结近年来开展的心脏死亡器官捐献(DCD)肾移植的临床经验，探讨终末期肾病患者接受移植的疗效及顶层设计与实施。方法回顾性分析23例接受DCD肾移植的终末期肾病患者的临床资料。结果23例患者均顺利完成DCD肾移植术。其中17例患者术后第5~7天肾功能恢复正常;4例患者术后第8~10天肾功能恢复正常;2例患者肾功能延迟恢复，其中1例规律血液透析2周后肾功能恢复正常，另1例(最近1例)血液透析2个月后肌酐维持在190μmol/L并出院。随访时间为3个月至2年，1例患者术后第5个月死于重症肺部感染。结论 DCD供肾肾移植效果好，是我国尚无脑死亡法的条件下，有效解决肾移植面临的肾源短缺的重要途径;良好的顶层设计及组织实施是DCD肾移植工作开展的有力保障。
100,同种异体原位心脏移植39例,陈良万,福建医科大学附属协和医院心血管外科福建省胸心外科研究所 350000福建省福州市,NA,中国心血管病研究杂志; Chinese Journal of Cardiouascular Review,2003年01期,心脏移植; 同种异体; 免疫抑制,目的 总结39例同种异体原位心脏移植体会以及远期随访结果。方法 回顾性分析自1995年8月-2003年2月共39例心脏移植病例，对其治疗经验和随访结果进行分析、总结。结果 本组39例受体术后早期(1周内)死亡7例，病死率17.9％，手术成功率82.1％，7例死亡病例中有5例死于术后急性右心功能衰竭，1例死于败血症，1例死于急性肾功能衰竭。晚期死亡病例5例，占存活总数的15.6％，远期存活率84.4％，其中1例死于心律失常，1例死于败血症，1例因并发肺部曲霉茵感染用二性霉素治疗后死于肝功能衰竭。对远期存活病例进行随访，所有病例的生活质量良好，心功能恢复至Ⅰ～Ⅱ级(NYHA)。结论 心脏移植是治疗终末期心脏病的有效方法，在手术早期为了提高手术的成功率，要重视围手术期对受体适应证的选择、选择合理的免疫抑制治疗方案以及对肾功能损害的处理尤其是对急性肾功能衰竭的处理。在远期的随访中，要根据具体情况合理调整环孢素的血药浓度以及重视对各种并发症的处理。
557,原位心脏移植一例报告,张世泽; 周思伯; 方立德; 吕丽娟; 王相才; 翁是伟; 陈忠元; 龚兰生; 杨琪; 丁怀翌; 何冠雄; 郑魁元; 洪鹤群; 傅培彬; 董方中,上海第二医学院附属瑞金医院胸外科; 上海第二医学院附属瑞金医院胸外科; 上海第二医学院附属瑞金医院心内科; 上海第二医学院附属瑞金医院外科实验室,NA,上海医学; Shanghai Medical Journal,1978年10期,心脏移植; 心脏移植术; 终末期心脏病,<正> 自五十年代体外循环应用于临床后，心脏外科得到飞速发展，某些先天性和后天性心脏病，诸如心内畸形、瓣膜病和冠心病均可采用手术矫治。1967年南非Barnard首次报告心脏移植匹敌得成功，为治疗终末期心脏病开辟了新途径。我院经36次动物实验，于1978年4月21日首次施行原位心脏移植获得成功。现就本例的手术操作、排异治疗和抗感染等方面的一些体会作一扼要介绍。
258,心脏移植围手术期处理经验谈,罗斌; 陈志豫; 李亚雄; 黄冬; 汪毅; 王戈楠; 李鹏,云南省第三人民医院; 延安医院; 延安医院 昆明650011; 昆明650051,NA,临床误诊误治; Clinical Misdiagnosis & Mistherapy,2006年12期,心脏移植; 围手术期医护,NA
681,科学地认识昏迷·植物人·脑死亡,姜良树,江苏省堰市第二中学 225500,NA,生物学教学; Biology Teaching,2006年12期,脑死亡; 植物人; 持续性植物状态,NA
